Item#, Price , Net ,Description,Wt. (LB),CuFt,Page
2547-72, $ 135.00 ,,DINING TABLE,88.00,7.97,D-119
2547S, $ 40.00 ,,SIDE CHAIR,16.50,2.56,D-119
2547-72*5, $ 295.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),154.00,18.21,D-119
2558, $ 209.00 ,,5PC PACK DINETTE SET,129.80,13.00,D-182
2588-92*, $ 367.00 ,,(2) DINING TABLE,227.48,29.80,D-38
2588S, $ 63.00 ,,SIDE CHAIR,18.15,5.02,D-38
2588-40, $ 379.00 ,,SERVER,217.36,32.70,D-38
2588-92*5, $ 619.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),300.08,49.88,D-38
2588-92*7, $ 745.00 ,,7PC SET (TABLE + 6 SIDE CHAIRS),336.38,59.92,D-38
2601-15, $ 69.00 ,,"WRITING DESK AND CHAIR, FAUX MARBLE TOP",53.90,5.96,H-18
2601-31, $ 82.00 ,,"3PC PACK OCCASIONAL TABLE SET, FAUX MARBLE",88.00,6.25,T-51
2601-36, $ 59.00 ,,"COUNTER HEIGHT TABLE, FAUX MARBLE",59.40,4.54,D-166
2601-24, $ 20.00 ,,"COUNTER HEIGHT CHAIR, SOLD AS 4PC SET ONLY",18.15,1.72,D-166
2601-48, $ 39.00 , Net ,"DINING TABLE, FAUX MARBLE",47.30,4.33,D-165
2601S, $ 15.00 , Net ,"SIDE CHAIR, SOLD AS 4PC SET ONLY",15.67,1.41,D-165
2601-36*5, $ 139.00 ,,5PC SET ONLY (TABLE + 4 COUNTER HEIGHT CHAIRS),132.00,11.42,D-166
2601-48*5, $ 99.00 , Net ,5PC SET ONLY (TABLE + 4 SIDE CHAIRS),109.98,9.97,D-165
2615DC-04RT*, $ 89.00 ,,(2) END TABLE,34.32,2.70,T-49
2615DC-30RT*, $ 99.00 ,,(2) COCKTAIL TABLE,52.80,4.72,T-49
2615KDC-1CK*, $ 549.00 ,,(3) CAL KING BED W/ FOOTBOARD STORAGE,261.06,41.50,B-104
2615KDC-1EK*, $ 549.00 ,,(3) EASTERN KING BED W/ FOOTBOARD STORAGE,252.68,41.00,B-104
2615DC-1*, $ 449.00 ,,(3) QUEEN BED W/ FOOTBOARD STORAGE,228.80,33.80,B-104
2615DC-4, $ 149.00 ,,NIGHT STAND,68.20,9.98,B-104
2615DC-5, $ 345.00 ,,DRESSER,154.51,31.20,B-104
2615DC-6, $ 56.00 ,,MIRROR,44.00,4.97,B-104
2615DC-9, $ 289.00 ,,CHEST,133.56,28.40,B-104
2615DC-11, $ 289.00 ,,TV CHEST,112.20,20.50,B-104
2615DC-1*4, $ 999.00 ,,4PC SET (QB+NS+DR+MR),495.51,79.95,B-104
2615DC-1*5," $ 1,148.00 ",,5PC SET (QB+2NS+DR+MR),563.71,89.93,B-104
2615DC-1*9," $ 1,288.00 ",,5PC SET (QB+NS+DR+MR+CH),629.07,108.35,B-104
2615DC-96*, $ 299.00 ,,(2) DINING TABLE,161.04,14.00,D-15
2615DCA, $ 70.00 ,,ARM CHAIR,24.20,3.83,D-15
2615DCS, $ 65.00 ,,SIDE CHAIR,22.00,3.83,D-15
2615RFA-NN, $ 70.00 ,,ARM CHAIR WITHOUT NAILHEADS,24.20,4.10,D-15
2615RFS-NN, $ 65.00 ,,SIDE CHAIR WITHOUT NAILHEADS,22.00,3.83,D-15
2615DC-50*, $ 669.00 ,,(2) BUFFET & HUTCH,368.28,62.00,D-15
2615DC-96*5, $ 559.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),249.04,29.32,D-15
2615DC-96*7, $ 699.00 ,,7PC SET (TABLE + 2 ARM CHAIRS + 4 SIDE CHAIRS),297.44,36.98,D-15
2867K-1CK, $ 219.00 ,,"CAL KING METAL BED IN A BOX, BROWN FABRIC",118.80,10.82,B-146
2867K-1EK, $ 219.00 ,,"EASTERN KING METAL BED IN A BOX, BROWN FABRIC",122.54,11.39,B-146
2867-1, $ 179.00 ,,"QUEEN METAL BED IN A BOX, BROWN FABRIC",104.06,9.11,B-146
292BK-1CK*, $ 479.00 ,,(4) CAL KING PLATFORM BED W/4 DRAWERS ON RL,154.00,58.82,B-86
292BK-1EK*, $ 479.00 ,,(4) EASTERN KING PLATFORM BED W/4 DRAWERS ON RL,152.00,57.50,B-86
292B-1*, $ 399.00 ,,(4) QUEEN PLATFORM BED W/4 DRAWERS ON RL,323.40,53.73,B-86
292B-4, $ 139.00 ,,NIGHT STAND W/ MARBLE INSERT AND POWER PLUG,81.95,11.91,B-86
292B-5, $ 339.00 ,,DRESSER W/MARBLE INSERT,220.00,36.49,B-86
292B-6, $ 72.00 ,,MIRROR，BEVEL,49.06,5.80,B-86
292B-9, $ 279.00 ,,CHEST W/MARBLE INSERT,206.80,30.17,B-86
292B-1*4, $ 949.00 ,,4PC SET (QB+NS+DR+MR),674.41,107.93,B-86
292B-1*5," $ 1,088.00 ",,5PC SET (QB+2NS+DR+MR),756.36,119.84,B-86
292B-1*9," $ 1,228.00 ",,5PC SET (QB+NS+DR+MR+CH),881.21,138.10,B-86
2952-04N, $ 59.00 ,,ROUND END TABLE WITH GLASS TOP,25.30,3.52,T-24
2952-05, $ 79.00 ,,SOFA TABLE WITH GLASS TOP,35.20,6.01,T-24
2952-30, $ 79.00 ,,COCKTAIL TABLE WITH GLASS TOP,50.60,6.08,T-24
3205-04, $ 79.00 ,,END TABLE,34.03,2.13,T-25
3205-30*, $ 99.00 ,,(2) COCKTAIL TABLE,65.12,3.18,T-25
3217PU, $ 115.88 ,,GAS LIFT TABLE ,36.96,5.30,H-39
3217PUS, $ 129.12 ,,4PC OTTOMANS W/STORAGE ,48.40,11.65,H-39
3217PU*, $ 245.00 ,,(2) GAS LIFT TABLE W/ 4 STORAGE OTTOMANS,85.36,16.95,H-39
3219-04, $ 82.00 ,,RD END TABLE,30.36,2.45,T-22
3219PU-01, $ 229.00 ,,RD COCKTAIL TABLE W/4 OTTOMANS,110.66,13.20,T-22
3224N-04, $ 69.00 ,,END TABLE,26.92,3.58,T-16
3224N-05, $ 149.00 ,,SOFA TABLE / TV STAND,74.09,7.67,H-11
3224N-16, $ 155.00 ,,26”W BOOKCASE,75.54,6.86,H-11
3224N-17, $ 199.00 ,,40”W BOOKCASE,109.86,10.60,H-11
3224N-30, $ 99.00 ,,COCKTAIL TABLE,43.42,5.69,T-16
3228-04, $ 95.00 ,,"END TABLE, SOLID WOOD",27.50,2.78,T-14
3228-05, $ 155.00 ,,"SOFA TABLE / TV STAND, SOLID WOOD",72.60,5.97,H-9
3228-12, $ 135.00 ,,"BOOKCASE, SOLID WOOD",54.42,5.35,H-9
3228-15, $ 209.00 ,,"WRITING DESK, SOLID WOOD",85.80,8.20,H-10
3228-30, $ 179.00 ,,"COCKTAIL TABLE ON WHEELS, SOLID WOOD",79.20,7.94,T-14
3256RF-02, $ 49.00 ,,CHAIRSIDE TABLE,23.10,2.12,T-31
3256RF-04, $ 69.00 ,,END TABLE,37.40,3.60,T-31
3256RF-30, $ 149.00 ,,LIFT TOP COCKTAIL TABLE W/ CASTERS,113.30,11.10,T-31
3257RF-02, $ 65.00 ,,CHAIRSIDE TABLE,37.84,4.20,T-32
3257RF-04, $ 79.00 ,,END TABLE,51.70,6.03,T-32
3257RF-30, $ 139.00 ,,LIFT TOP COCKTAIL TABLE W/ CASTERS,118.80,11.41,T-32
3270-36, $ 139.00 ,,"COUNTER HEIGHT TABLE, FAUX MARBLE",77.35,9.80,D-139
3270-24S1BK, $ 49.00 ,,"COUNTER HEIGHT CHAIR, BLACK P/U",20.57,3.05,D-139
3270-24S1W, $ 49.00 ,,"COUNTER HEIGHT CHAIR, WHITE P/U",20.57,3.05,D-139
3270-36*5, $ 335.00 ,,5PC SET (TABLE + 4 COUNTER HEIGHT CHAIRS),159.63,22.00,D-139
3270-48, $ 109.00 ,,"DINING TABLE, FAUX MARBLE TOP",81.40,7.60,D-140
3270-60, $ 139.00 ,,"DINING TABLE, FAUX MARBLE TOP",98.34,9.40,D-140
3270-S1BK, $ 45.00 ,,"SIDE CHAIR, BLACK P/U",19.33,2.86,D-140
3270-S1W, $ 45.00 ,,"SIDE CHAIR, WHITE P/U",19.33,2.86,D-140
3270-48*5, $ 289.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),158.72,19.04,D-140
3270-60*5, $ 319.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),175.66,20.84,D-140
3276S-CR, $ 39.00 ,,"SIDE CHAIR, DARK BROWN P/U",18.70,2.81,D-144
3299-01, $ 189.00 ,,SQ COCKTAIL TABLE,144.75,10.10,T-8
3299-04, $ 125.00 ,,END TABLE,66.30,4.26,T-8
3299-05, $ 165.00 ,,SOFA TABLE,86.19,5.54,T-8
3401W-04*, $ 99.00 ,,"(2) END TABLE, WOOD BASE",38.94,3.62,T-25
3401W-05*, $ 129.00 ,,"(2) SOFA TABLE, WOOD BASE",54.34,3.90,T-25
3401W-30*, $ 129.00 ,,"(2) COCKTAIL TABLE, WOOD BASE",65.86,5.03,T-25
3447-04, $ 59.00 ,,"END TABLE, FAUX MARBLE",28.38,3.08,T-33
3447-30, $ 135.00 ,,"LIFT TOP COCKTAIL TABLE, FAUX MARBLE",75.68,7.81,T-33
3501-15, $ 185.00 ,,WRITING DESK,95.48,11.90,H-21
3508-04, $ 62.00 ,,END TABLE,27.06,2.60,T-7
3508-05, $ 83.00 ,,SOFA TABLE,36.08,3.84,T-7
3508-30, $ 83.00 ,,COCKTAIL TABLE,48.00,5.13,T-7
3526-04, $ 185.00 ,,"END TABLE, MARBLE TOP",79.20,8.65,T-44
3526-05, $ 239.00 ,,"SOFA TABLE, MARBLE TOP",105.16,11.80,T-44
3526-30, $ 239.00 ,,"COCKTAIL TABLE, MARBLE TOP",136.84,14.00,T-44
3533-04, $ 99.00 ,,END TABLE,61.05,5.75,T-29
3533-05, $ 169.00 ,,SOFA TABLE,89.76,7.91,T-29
3533-30, $ 169.00 ,,LIFT TOP COCKTAIL TABLE,112.99,9.91,T-29
3534-04, $ 89.00 ,,END TABLE,49.50,3.86,T-20
3534-05, $ 139.00 ,,SOFA TABLE,68.20,4.72,T-20
3534-30, $ 139.00 ,,COCKTAIL TABLE,99.00,7.02,T-20
3547-04, $ 119.00 ,,"END TABLE, MARBLE INSET",40.74,3.72,T-43
3547-05, $ 159.00 ,,"SOFA TABLE, MARBLE INSET",57.20,4.47,T-43
3547-30, $ 159.00 ,,"COCKTAIL TABLE, MARBLE INSET",77.00,7.70,T-43
3551-04, $ 109.00 ,,"END TABLE, MARBLE TOP",71.28,4.31,T-10
3551-05, $ 139.00 ,,"SOFA TABLE, MARBLE TOP",91.08,5.21,T-10
3551-30, $ 139.00 ,,"COCKTAIL TABLE, MARBLE TOP",120.56,7.22,T-10
3561-31*, $ 149.00 ,,(2) 3PC PACK OCCASIONAL TABLE SET,80.74,6.98,T-51
35800-T, $ 109.00 ,,"62"" TV STAND / SOFA TABLE, FAUX MARBLE",88.00,4.04,H-15
3580-31, $ 119.00 ,,"3PC PACK OCCASIONAL TABLE SET, FAUX MARBLE",92.40,6.54,T-52
3581-04, $ 125.00 ,,END TABLE,66.00,9.55,T-34
35810-T60, $ 249.00 ,,"60"" TV STAND",158.40,24.00,H-13
3581-30, $ 179.00 ,,LIFT TOP COCKTAIL TABLE W/ CASTERS,135.30,17.80,T-34
3587-04, $ 79.00 ,,END TABLE,42.24,4.30,T-35
3587-30, $ 119.00 ,,LIFT TOP COCKTAIL TABLE W/ CASTERS,102.30,8.10,T-35
3588-04, $ 55.00 ,,END TABLE,20.90,2.32,T-30
3588-30, $ 109.00 ,,LIFT TOP COCKTAIL TABLE W/ CASTERS,90.20,6.40,T-30
3590-04, $ 69.00 ,,END TABLE WITH FUNCTIONAL DRAWER,30.86,3.25,T-1
3590-05, $ 119.00 ,,SOFA TABLE WITH TWO FUNCTIONAL DRAWERS,70.55,9.46,T-1
35900-64T, $ 249.00 ,,"64"" TV STAND",195.11,24.10,H-14
3590-15, $ 179.00 ,,WRITING DESK,109.13,15.98,H-20
3590-22, $ 179.00 ,,COUNTER HEIGHT WRITING DESK,110.23,15.98,H-20
3590-30, $ 119.00 ,,COCKTAIL TABLE WITH TWO FUNCTIONAL DRAWERS,76.06,9.89,T-1
3593-01*, $ 109.00 ,,(2) ROUND COCKTAIL TABLE WITH GLASS TOP,69.50,5.62,T-23
3593-04*, $ 89.00 ,,(2) ROUND END TABLE WITH GLASS TOP,52.60,3.65,T-23
3600-31, $ 169.00 ,,3-PIECE OCCASIONAL TABLES,106.92,8.81,T-55
3602-04, $ 69.00 ,,END TABLE,37.48,6.01,T-2
3602-05, $ 99.00 ,,SOFA TABLE,59.52,9.94,T-2
3602-30, $ 99.00 ,,COCKTAIL TABLE,54.01,7.59,T-2
36060-16, $ 75.00 ,,4-SHELF BOOKCASE,61.60,6.50,H-1
36060-17, $ 85.00 ,,5-SHELF BOOKCASE,77.44,8.18,H-1
36060-51T, $ 109.00 ,,"51"" TV STAND",294.60,6.56,H-3
36060-63T, $ 119.00 ,,"63"" TV STAND",118.80,7.95,H-2
36060-76T, $ 139.00 ,,"76"" TV STAND",140.80,9.26,H-1
36060-BS, $ 30.00 ,,BASKET FOR BOOKCASE,4.40,0.95,H-1
36060-ST, $ 28.00 ,,STORAGE FOR BOOKCASE,31.90,1.88,H-1
3606-04, $ 39.00 ,,END TABLE,33.00,3.90,T-17
3606-30, $ 55.00 ,,COCKTAIL TABLE,63.80,5.57,T-17
3606-15, $ 65.00 ,,WRITING DESK,47.30,6.51,H-4
3606-18, $ 85.00 ,,FILE CABINET,66.00,7.41,H-4
3607-04, $ 65.00 ,,END TABLE,14.52,1.77,T-3
3607-30, $ 75.00 ,,COCKTAIL TABLE,28.60,3.53,T-3
3608-01, $ 109.00 ,,ROUND COCKTAIL TABLE WITH FAUX MARBLE TOP,48.40,15.42,T-28
3608-04, $ 79.00 ,,ROUND END TABLE WITH FAUX MARBLE TOP,30.80,10.17,T-28
3608SV-01, $ 109.00 ,,ROUND COCKTAIL TABLE WITH FAUX MARBLE TOP,48.40,15.42,T-27
3608SV-01XL, $ 129.00 ,,LARGE ROUND COCKTAIL TABLE WITH FAUX MARBLE TOP,72.60,22.85,T-27
3608SV-04, $ 79.00 ,,ROUND END TABLE WITH FAUX MARBLE TOP,30.80,10.17,T-27
3612-31, $ 179.00 ,,3-PIECE OCCASIONAL TABLES,129.80,6.44,T-50
3613-04, $ 89.00 ,,END TABLE,40.70,2.69,T-18
3613-30, $ 99.00 ,,COCKTAIL TABLE WITH CASTERS,76.56,5.73,T-18
3614-01, $ 199.00 ,,COCKTAIL TABLE WITH FOUR OTTOMANS,143.00,11.80,T-21
3614-04, $ 79.00 ,,END TABLE,39.60,3.30,T-21
3614-05, $ 99.00 ,,SOFA TABLE,57.20,6.30,T-21
3616-01, $ 139.00 ,,COCKTAIL OTTOMAN,68.64,8.54,H-40
3617-30, $ 129.00 ,,COCKTAIL OTTOMAN,45.54,7.74,H-40
3618-04, $ 129.00 ,,END TABLE WITH FUNCTIONAL DRAWER,57.32,6.69,T-42
3618-05, $ 159.00 ,,SOFA TABLE WITH FUNCTIONAL DRAWER,70.55,8.16,T-42
3618-30, $ 159.00 ,,COCKTAIL TABLE,81.57,9.27,T-42
3619-31, $ 119.00 ,,3-PIECE OCCASIONAL TABLES,86.68,8.43,T-56
3623-31, $ 99.00 ,,3-PIECE OCCASIONAL TABLES,52.80,6.22,T-53
4500-F1, $ 37.00 ,,"STORAGE OTTOMAN CUBE, BLUE",16.37,4.21,H-55
4500-F2, $ 37.00 ,,"STORAGE OTTOMAN CUBE, BEIGE",16.37,4.21,H-55
4500-F3, $ 37.00 ,,"STORAGE OTTOMAN CUBE, YELLOW PRINT",16.37,4.21,H-55
4501-F1, $ 85.00 ,,"LIFT-TOP STORAGE COCKTAIL OTTOMAN, BLUE",41.86,10.18,H-49
4501-F2, $ 85.00 ,,"LIFT-TOP STORAGE COCKTAIL OTTOMAN, BROWN",41.86,10.18,H-49
4502FA, $ 145.00 ,,"BENCH, VELVET",31.24,4.77,H-54
4506PU, $ 109.00 ,,"BENCH, CHOCOLATE P/U, CHROME BASE",33.00,5.23,H-51
4507-F1, $ 75.00 ,,"BENCH, BEIGE LINEN-LIKE FABRIC",27.50,4.28,H-53
4507-F2, $ 75.00 ,,"BENCH, DARK GRAY LINEN-LIKE FABRIC",27.50,4.28,H-53
4508-PH, $ 39.00 ,,"PUB HEIGHT STOOL, 28""H",13.09,4.16,H-56
4508-SH, $ 35.00 ,,"REGULAR HEIGHT STOOL, 19.5""H",10.16,2.87,H-56
4514-15, $ 75.00 ,,WRITING DESK AND CHAIR,109.28,5.18,H-18
4516-15, $ 159.00 ,,WRITING DESK,85.80,9.80,H-21
4516-15C, $ 65.00 ,,CHAIR,39.29,7.50,H-21
4519-15, $ 169.00 ,,WRITING DESK WITH THREE FUNCTIONAL DRAWERS,96.36,11.10,H-19
4520, $ 349.00 ,,"WINE BARREL REFRIGERATOR, DARK OAK",108.68,17.62,H-24
4521, $ 349.00 ,,"WINE BARREL REFRIGERATOR, DARK CHERRY",108.68,17.62,H-24
4526, $ 69.00 ,,BENCH,40.70,4.46,H-51
4529M, $ 119.00 ,,WALL MIRROR,40.48,3.84,H-25
4530M, $ 55.00 ,,WALL MIRROR,13.42,2.25,H-26
4534, $ 129.00 ,,MIRROR CABINET,47.96,6.39,H-36
4542, $ 139.00 ,,MIRROR CABINET,56.98,6.06,H-36
4543M, $ 109.00 ,,WALL MIRROR,48.62,4.42,H-25
4546-16, $ 159.00 ,,BOOKCASE,102.08,8.72,H-15
4547-22*, $ 179.00 ,,(2) COUNTER HEIGHT WRITING DESK,134.20,17.03,H-15
4549, $ 319.00 ,,WINE CABINET,162.80,24.50,H-23
4555BU, $ 99.00 ,,"ROUND OTTOMAN, BLUE",29.70,12.00,H-37
4555GY, $ 99.00 ,,"ROUND OTTOMAN, GRAY",29.70,12.00,H-38
4555NV, $ 99.00 ,,"ROUND OTTOMAN, NAVY",29.70,12.00,H-38
4558-15, $ 199.00 ,,WRITING DESK,151.00,13.40,H-17
4558-16, $ 189.00 ,,BOOKCASE,118.00,9.40,H-17
458B-PU, $ 105.00 ,,CKTL OTTOMAN W/2 FLIP-TOPS & STORAGE,83.60,13.40,H-44
459B-PU, $ 159.00 ,,CKTL OTTOMAN W/4 FLIP-TOPS & STORAGE,122.32,18.00,H-43
4605BK, $ 92.00 ,,"BENCH, X-METAL BASE, BLK BONDED LEATHER",28.60,3.75,H-52
4605GY, $ 92.00 ,,"BENCH, X-METAL BASE, GRAY LINEN",34.00,3.75,H-52
4611PU, $ 75.00 ,,"LIFT TOP STORAGE BENCH, P/U",59.40,7.38,H-47
4614-F1, $ 69.00 ,,"LIFT TOP STORAGE BENCH, BROWN FABRIC",38.28,7.48,H-50
4614-F3, $ 69.00 ,,"LIFT TOP STORAGE BENCH, GRAY FABRIC",38.28,7.48,H-50
468CP, $ 129.00 ,,"COCKTAIL OTTOMAN W/ CASTERS, PLUSH MCRFBR",66.00,14.30,H-42
468F25S, $ 89.00 ,,ARMLESS LOUNGE CHAIR,33.21,6.37,S-212
468PU, $ 119.00 ,,"COCKTAIL OTTOMAN W/ CASTERS, P/U",66.00,14.30,H-42
4692-13, $ 85.00 ,,BENCH,27.50,4.08,H-54
469PU, $ 79.00 ,,"STORAGE BENCH W/2 OTTOMANS & TRAYS, P/U",43.67,7.00,H-43
470PU, $ 169.00 ,,CKTL OTTOMAN W/4 FLIP-TOPS & OTTOMANS,88.56,17.80,H-41
471PU, $ 79.00 ,,"LIFT TOP STORAGE BENCH, P/U",27.50,7.50,H-44
4727PU, $ 155.00 ,,LIFT TOP STORAGE CKTL OTTOMAN W/ CASTERS,92.40,17.77,H-41
4728AK, $ 45.00 ,,"CHAIRSIDE TABLE, WEDGE, OAK",24.86,1.80,T-57
4728BK, $ 45.00 ,,"CHAIRSIDE TABLE, WEDGE, BLACK",24.86,1.80,T-57
4728ES, $ 45.00 ,,"CHAIRSIDE TABLE, WEDGE, ESPRESSO",24.86,1.80,T-57
4730NF, $ 99.00 ,,"LIFT TOP STORAGE BENCH, FABRIC",38.50,6.65,H-46
4730PU, $ 79.00 ,,"LIFT TOP STORAGE BENCH, P/U",38.50,6.65,H-46
4732PU, $ 159.00 ,,CKTL OTTOMAN W/4 FLIP TRAYS W/ CASTERS,71.50,15.00,H-39
4738PU, $ 82.00 ,,STORAGE BENCH W/2 OTTOMANS,49.50,9.00,H-45
4741FA, $ 82.00 ,,"LIFT TOP STORAGE BENCH, GRAY FABRIC",59.40,8.00,H-47
4742PU, $ 89.00 ,,"LIFT TOP STORAGE BENCH, P/U",28.60,8.08,H-45
4791PU, $ 125.00 ,,"ELEGANT LOUNGER, P/U",66.00,16.90,Y-70
4802MFR, $ 199.00 ,,"ELEGANT LOUNGER, MICROFIBER & P/U",158.60,36.20,Y-69
4803BLK*, $ 249.00 ,,(2) ELEGANT LOUNGER W/PULL-UP TRUNDLE,146.08,34.50,Y-66
4809CH, $ 199.00 ,,"ELEGANT LOUNGER, CHOC PLUSH MICROFIBER",85.80,22.70,Y-69
4823BR, $ 99.00 ,,"ELEGANT LOUNGER, BROWN MICROFIBER",70.40,16.50,Y-68
4823GP, $ 99.00 ,,"ELEGANT LOUNGER, GRAY MICROFIBER",70.40,16.50,Y-68
4829DB*, $ 159.00 ,,"(2) ELEGANT LOUNGER, D. BRW P/U",123.20,21.70,Y-67
4829LN*, $ 169.00 ,,"(2) ELEGANT LOUNGER, GRAY FABRIC",123.20,21.70,Y-67
4838*, $ 235.00 ,,(2) ELEGANT LOUNGER W/PULL-UP TRUNDLE,176.00,27.00,Y-66
4949BK*, $ 139.00 ,,"(2) DAYBED W/ TRUNDLE, PVC",149.91,10.90,Y-57
4949DBR*, $ 139.00 ,,"(2) DAYBED W/ TRUNDLE, DARK BROWN",140.80,11.53,Y-57
4950*, $ 159.00 ,,"(2) DAYBED W/ TRUNDLE, D. BRW P/U",165.37,10.11,Y-58
4950GY*, $ 139.00 , Net ,"(2) DAYBED W/ TRUNDLE, FABRIC",165.00,10.70,Y-58
4956PU*, $ 199.00 ,,"(3) DAYBED W/ TRUNDLE, D. BRW P/U",163.90,16.90,Y-63
4960DB-NT, $ 139.00 ,,"METAL DAYBED W/ TRUNDLE, BLACK",80.74,11.00,Y-52
4961DB-NT, $ 179.00 ,,"METAL DAYBED W/ TRUNDLE, WHITE",91.96,11.70,Y-50
4962DB-NT, $ 199.00 ,,"METAL DAYBED W/ TRUNDLE, RUSTIC",85.14,12.40,Y-52
4964BK-NT, $ 99.00 ,,"METAL DAYBED W/ TRUNDLE, BLACK",64.90,6.18,Y-51
4965W-NT, $ 109.00 ,,"METAL DAYBED W/ TRUNDLE, WHITE",64.90,6.18,Y-50
4966*, $ 249.00 ,,"(2) DAYBED W/ TRUNDLE, FABRIC",184.80,19.03,Y-59
4966BR*, $ 249.00 ,,(2) DAYBED W/ TRUNDLE BROWN FABRIC,189.20,19.11,Y-60
4966DG*, $ 249.00 ,,"(2) DAYBED W/ TRUNDLE, DARK GRAY FABRIC",189.20,19.11,Y-60
4967BK-NT, $ 149.00 ,,"METAL DAYBED W/ TRUNDLE, GRAY FABRIC",92.40,6.67,Y-51
4968BK-NT, $ 159.00 ,,"METAL DAYBED W/ TRUNDLE, BLACK FRAME",92.84,9.72,Y-49
4969BU*, $ 149.00 ,,"(2) DAYBED W/ TRUNDLE, BLUE",140.80,11.67,Y-53
4969CH*, $ 149.00 ,,"(2) DAYBED W/ TRUNDLE, CHOCOLATE",140.80,11.67,Y-55
4969GY*, $ 149.00 ,,"(2) DAYBED W/ TRUNDLE, GRAY FABRIC AND NAILHEAD",156.20,11.65,Y-55
4969RD*, $ 149.00 ,,"(2) DAYBED W/ TRUNDLE, RED",140.80,11.67,Y-54
4969RN*, $ 149.00 ,,"(2) DAYBED W/ TRUNDLE, ORANGE",140.80,11.67,Y-54
4970*, $ 229.00 ,,"(2) DAYBED W/ TRUNDLE, GRAY FABRIC",184.80,17.80,Y-61
4971*, $ 249.00 ,,"(2) DAYBED W/ TRUNDLE, GRAY FABRIC",193.60,18.68,Y-61
4972*, $ 179.00 ,,"(2) DAYBED W/ TRUNDLE, GRAY 100% POLYESTER, NAILHEADS",147.40,13.28,Y-56
4974*, $ 269.00 ,,"(2) DAYBED W/TRUNDLE, GRAY SILVER",156.20,16.85,Y-59
4975*, $ 159.00 ,,(2) TWIN/ TWIN DAYBED W/TRUNDLE,139.70,12.32,Y-56
4976*, $ 229.00 ,,(2) DAYBED W/ TRUNDLE,138.60,16.65,Y-62
4977GY, $ 159.00 ,,DAYBED W/ WOOD FRAME,101.20,13.66,Y-62
5021-54*, $ 239.00 ,,(2) DINING TABLE,201.30,17.00,D-115
5021BES, $ 50.00 ,,"SIDE CHAIR, BEIGE",18.15,2.84,D-115
5021DBS, $ 50.00 ,,"SIDE CHAIR, DARK BROWN",18.15,2.84,D-115
5021-54*5BES, $ 439.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),273.90,28.36,D-115
5021-54*5DBS, $ 439.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),273.90,28.36,D-115
5034BUES, $ 38.00 ,,"METAL CHAIR, BLUE, SOLD AS 4PC SET ONLY",18.50,4.30,D-189
5034REDS, $ 38.00 ,,"METAL CHAIR, RED, SOLD AS 4PC SET ONLY",18.50,4.30,D-189
5034RUTS, $ 38.00 ,,"METAL CHAIR, RUST, SOLD AS 4PC SET ONLY",18.50,4.30,D-189
5034YLWS, $ 38.00 ,,"METAL CHAIR, YELLOW, SOLD AS 4PC SET ONLY  ",18.50,4.30,D-189
5035BLK-18, $ 20.00 ,,"18"" METAL STOOL, BLACK, SOLD AS 4PC SET ONLY",11.50,2.62,D-190
5035BLK-24, $ 28.00 ,,"24"" METAL STOOL, BLACK, SOLD AS 4PC SET ONLY",14.00,3.01,D-190
5035BLK-29, $ 32.00 ,,"29"" METAL STOOL, BLACK, SOLD AS 4PC SET ONLY",15.54,3.60,D-190
5035SVE-18, $ 20.00 ,,"18"" METAL STOOL, SILVER, SOLD AS 4PC SET ONLY",12.20,2.62,D-190
5035SVE-24, $ 28.00 ,,"24"" METAL STOOL, SILVER, SOLD AS 4PC SET ONLY",14.00,3.01,D-190
5035SVE-29, $ 32.00 ,,"29"" METAL STOOL, SILVER, SOLD AS 4PC SET ONLY",15.54,3.60,D-190
5035WHT-18, $ 20.00 ,,"18"" METAL STOOL, WHITE, SOLD AS 4PC SET ONLY",12.20,2.61,D-190
5035WHT-24, $ 28.00 ,,"24"" METAL STOOL, WHITE, SOLD AS 4PC SET ONLY",14.00,3.01,D-190
5035WHT-29, $ 32.00 ,,"29"" METAL STOOL, WHITE, SOLD AS 4PC SET ONLY",15.54,3.60,D-190
5038-48, $ 47.00 ,,"DINING TABLE, FAUX MARBLE",53.90,4.35,D-167
5038S, $ 18.00 ,,"SIDE CHAIR, SOLD AS 4PC SET ONLY        ",17.60,1.27,D-167
5038-48*5, $ 119.00 ,,5PC SET ONLY (TABLE + 4 SIDE CHAIRS),124.30,9.43,D-167
5039-48, $ 55.00 ,,DINING TABLE,48.40,5.04,D-132
5039S, $ 30.00 ,,SIDE CHAIR,14.85,2.48,D-132
5039-48*5, $ 175.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),107.80,14.96,D-132
5048-72, $ 195.00 ,,DINING TABLE,123.86,13.50,D-102
5048S, $ 68.00 ,,SIDE CHAIR,20.54,4.98,D-102
5048-72*5, $ 467.00 ,,5PC SET (TABLE + 4 SIDE CHAIRS),206.02,33.42,D-102
